objectid,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date
6326,countercurrents,http://www.countercurrents.org/hodge180810.htm,2212,1281054600000.0,00:00,"eastern edge of Leh city, Ladakh, Jammu and Kashmir","The most extensive damage and loss of life occurred in the semi-slum areas on the eastern edge of Leh and in the shanty towns around the neighboring village of Choglamsar, but villages and farms well beyond Leh have also been seriously affected. ","eastern edge of Leh city, Ladakh, Jammu and Kashmir",5km,landslide,downpour,large,unknown,0.0,,,,,GLC,2212,34.1482,77.5971,India,IN,Jammu and Kashmir,Leh,3.86,1410456954000.0,
6329,www.thehindu.com,http://www.thehindu.com/news/national/other-states/mumbra-bypass-develops-crater-closed-for-traffic/article4948062.ece,5180,1374624000000.0,,"National Highway 4, Navi Mumbai, Maharashtra","A nearly one km-long stretch of the Mumbra bypass on the outskirts of the city caved in on Wednesday morning due to incessant rains and has been closed for vehicular traffic, police said. ÒDue to heavy rains, around one km-long stretch of the Mumbra bypass has developed huge craters and has been badly damaged. As a precautionary measure, the traffic on either side of the road has been divertedÓ, a police officer said. However, the closure of the bypass has led to traffic snarls in the internal parts of the city. The Mumbra bypass on the National Highway 4 (Mumbai-Pune highway) is a crucial link to traffic from Delhi-Ahmedabad-Mumbai (NH3) and Agra-Nashik-Mumbai (NH8) going towards Panvel, Jawaharlal Nehru Port Trust (JNPT), Pune and beyond, and is mostly used by heavy vehicles.","National Highway 4, Navi Mumbai, Maharashtra",5km,landslide,downpour,medium,unknown,0.0,,,,,GLC,5180,19.1711,73.0207,India,IN,Maharashtra,Dombivli,7.9,1396310400000.0,
6332,The Mandate,http://www.themandate.in/2017/06/22/bhairon-ghati-track-closed-landslide-reopens-vaishno-devi-pilgrims/,9826,1498082400000.0,22:00,Landslide in Trikuta Hills,Landslide closed Bhairon Ghati track to Shri Mata Viashno Devi,"Bhairon Ghati track to Shri Mata Vaishno Devi, Katra, Reasi district, Trikuta Hills",1km,landslide,rain,small,natural_slope,0.0,0.0,,,,GLC,,33.01739981,74.93828041,India,IN,Jammu and Kashmir,Riasi,12.61,1498137333000.0,
6341,ekantipur.com,http://ekantipur.com/2013/07/23/top-story/floods-landslides-bring-misery-8-dead-13-missing/375202.html,5161,1374451200000.0,,"Tansen-Tamghas Section, Siddhartha Highway","Landslips in various parts of the Tansen-Tamghas and Bartung-Ramdi sections of Siddhartha Highway have disrupted vehicular movement, while flood waters have waterlogged the Madiphant and Prabhas regions.","Tansen-Tamghas Section, Siddhartha Highway",25km,landslide,downpour,medium,unknown,0.0,,,,,GLC,5161,27.9706,83.397,Nepal,NP,Lumbini,Tansen,18.56,1396310400000.0,
6353,Daily News and Analysis,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-for-second-day-due-to-landslides_1508148,3116,1297555200000.0,,"Srinagar-Jammu Natl. Hwy., at Panthal, Srinagar, Jammu and Kashmir","Jammu-Srinagar National Highway, connecting Kashmir Valley to the outside world, remained closed for traffic for the second consecutive day following landslides at Panthal.  ""The highway is closed for traffic. There have been landslides at Panthal,"" an official of the traffic control room said in Srinagar, adding it was unclear when the road would be open for traffic.","Srinagar-Jammu Natl. Hwy., at Panthal, Srinagar, Jammu and Kashmir",25km,landslide,rain,medium,above_road,,,,,,GLC,3116,33.33875958,75.1921061,India,IN,Jammu and Kashmir,Gund,10.59,1410801218000.0,
6355,www.business-standard.com,http://www.business-standard.com/article/pti-stories/2-jawans-injured-in-landslide-in-j-k-113081400592_1.html,5330,1376438400000.0,,"Panthal Area, Ramban District, Kashmir","Two Army jawans were injured, when a vehicle carrying them was hit by a big boulder during a landslide in Ramban district of Jammu and Kashmir today, police said. The ill-fated vehicle, which was carrying the victims toSrinagar from Jammu, was hit by the boulder during a landslide at Panthal area in the district, they said. The jawans were later shifted to Military Hospital in Srinagar, police said, adding the highway remained closed for nearly two hours due to landslide. However, the debris was cleared later and the highway was made operational for the vehicular traffic.","Panthal Area, Ramban District, Kashmir",10km,landslide,downpour,medium,unknown,,2.0,,,,GLC,5330,33.3216,75.1984,India,IN,Jammu and Kashmir,Gund,12.47,1396310400000.0,
6369,www.ekantipur.com,http://www.ekantipur.com/2013/08/11/top-story/damaged-road-adds-to-darchula-woes/376225.html,4945,1371427200000.0,,Baitadi-Darchula Road ,"Local residents in Darchula are facing a shortage of essentials as the reconstruction of a five-kilometre section of the Baitadi-Darchula road , which was damaged due to floods and landslides in the third week of June, is yet to be completed. The delay has affected the people in district headquarters Khalanga and some other VDCs the most. A team of officials, including Director General of the Department of Roads Dinkar Sharma, inspected the damaged road right after the disaster and assured that transportation will resume within 15 days. Sanjaya Shrestha, chief at the Road Division Office in Baitadi, said the reconstruction work has been delayed due to rain. He said explosive materials and a compressor machine have already been brought at Khettebagar to break rocks. Local people, however, accused the road division office of delaying the work. Local resident Pushkarraj Badu said some families displaced by the floods and landslides are finding it hard to reconstruct their houses due to a ",Baitadi-Darchula Road ,50km,landslide,downpour,medium,unknown,,,,,,GLC,4945,29.722,80.5118,Nepal,NP,Mahakali,Suadi,16.66,1396310400000.0,
6370,business-standard,http://www.business-standard.com/generalnews/news/heavy-rains-lash-some-partshp-triggering-landslides/47847/,4515,1345766400000.0,,"Sirmaur, Himachal Pradesh,","Heavy rains lashed some parts of Himachal Pradesh, triggering landslides at some places and leading to slight drop in maximum temperatures. Several link rooads in the interiors of Kangra, Mandi, Sirmaur and Solan districts were blocked due to landslides. A large tree was uprooted in Cart road near Bemloe here causing disruption in traffic for several hours.Several tribal areas including Pooh and Kaza remained cut off from rest of the state as the vital bridge on Hindustan-Tibet national highway near Ribba, which was washed away three days ago, could not be restored.The rains abated a bit in high altitude tribal areas and power generation in major projects like Nathpa-Jhakri (1500 MW) and Karchham-Wangtoo (1000 MW) was resumed as silt level came down to 3500 ppm against permissible limit of 4000 ppm.","Sirmaur, Himachal Pradesh,",5km,landslide,downpour,medium,unknown,,,,,,GLC,4515,30.7395,77.2847,India,IN,Himachal Pradesh,Nahan,20.01,1396310400000.0,
6386,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-killed-as-heavy-rains-lash-uttarakhand/759890.html,3821,1311206400000.0,,"Kumaon, Uttarakhand","Dehradun, July 21 (PTI) Two persons were killed and five injured in Uttarakhand, where incessant rains triggered landslides in Garhwal and Kumaon region, blocking several routes and disrupted normal life.Scores of pilgrims were stranded as the debris from landslides was lying on the routes to 'Chardham'-- Yamunotri, Gangotri, Kedarnath and Badrinath, officials said.One person was killed and another injured when the roof of a bus stand collapsed after overnight heavy rains in Chamoli district.In Almora, a jeep skidded off the road and fell into a gorge leaving one person dead and four others injured, they said.In several places, mud house collapsed and crops were were damaged. 16 people have died and 70 have been injured in rain related incidents during this monsoon season.","Kumaon, Uttarakhand",25km,landslide,rain,medium,unknown,1.0,,,,,GLC,3821,29.7334,79.6367,India,IN,Uttaranchal,Almora,14.54,1396310400000.0,
6391,Hindustan Times,http://www.hindustantimes.com/mumbai-news/one-dead-five-feared-trapped-in-thane-mudslide/story-Sp1YT1M4Y0VHMcgKu9LRiO.html,10077,1482451200000.0,,Mudslide at Hiranandani Estate,"A labourer died, while a five others are feared trapped in the debris caused by a mudslide at a construction site at Hiranandani Estate in Patlipada. The incident happened after a few labourers began laying the foundation of a building.  The disaster management team of the Thane Municipal Corporation (TMC) managed to pull out Abdul Hussain, a labourer, from the debris. However, he had died while he was trapped.  The team is in the process of rescuing the five workers.  Santosh Kadam, regional disaster management officer, TMC, said, “The workers were digging the foundation of a commercial building in Patlipada. The soil from above the trench became loose and collapsed, burying all the workers. Rescue operations are on.”","Hiranandani Estate, Patlipada, Thane, Maharashtra, India",1km,mudslide,construction,medium,engineered_slope,1.0,5.0,,,,GLC,,19.241559,72.970312,India,IN,Maharashtra,Thana,1.11,1501851436000.0,
6398,The Times of India,https://timesofindia.indiatimes.com/city/dehradun/tunnelling-work-for-pancheshwar-dam-causing-landslides/articleshow/62058101.cms,13214,1513209600000.0,,Pancheshwar Dam Landslide,"Local residents of Pancheshwar have reported a huge landslide in the mountain that was dug for a sample tunneling for the multi-purpose Pancheshwar hydropower project. With no prior history of landslides in the region, residents here said that the phenomenon was triggered by the tunneling work.","Pancheshwar, Baitadi, Nepal.",exact,landslide,mining,large,mine,,,,,,GLC,,29.420147,80.244129,India,IN,Uttaranchal,Pithoragarh,18.9,1532444315000.0,
6399,news.in,http://news.in.msn.com/national/article.aspx?cp-documentid=5187654,3558,1306800000000.0,,"road to Yamunotri shrine, Uttarakashi","The landslides also blocked traffic on the road stranding pilgrims visiting Yamunotri shrine. However, the road was opened for light vehicles after some time. Rains lashed most parts of Garhwal and Kumaon region. Dehra Dun received 15.8 mm of rains, Pauri 25 mm, Ranikhet 38 mm Mukteshwar 37 mm, Nainital 31, Rudraprayag and Barkot both 40 mm.","road to Yamunotri shrine, Uttarakashi",25km,landslide,rain,medium,unknown,0.0,,,,,GLC,3558,30.9206,78.3276,India,IN,Uttaranchal,Uttarkashi,23.41,1396310400000.0,
6401,news.outlookindia,http://news.outlookindia.com/item.aspx?694274,2432,1284508800000.0,,"road to Sangla and Bhaba and Sorang(?) valleys, Kinnaur, Himachal Pradesh","About 200 tourists including some foreigners were stranded at various places in tribal Kinnaur district of Himachal Pradesh as landslides triggered by heavy rains damaged roads, leading to halting of traffic movement.  Tourists were trapped in picturesque Sangla valley and Bhaba valley while some foreign tourists were stranded in Sorang valley, officials said here.  ""All the main and link roads in the district were blocked and we are stranded in the Sangla valley for past six days but there is no effort to clear the roads,"" said 65-year-old Jawahar Ghosh, who hails from Kolkata.","road to Sangla and Bhaba and Sorang(?) valleys, Kinnaur, Himachal Pradesh",50km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2432,31.4135,77.895,India,IN,Himachal Pradesh,Sarahan,14.51,1396310400000.0,
6405,kantipuronline,http://www.kantipuronline.com/kolnews.php?nid=156955,716,1218672000000.0,,"Simaltar in Chandibhanjyag VDC-9, Jalbire on Narayangadh-Mugling stretch of the road","occurred at 3am, stranded vehicles","Simaltar in Chandibhanjyag VDC-9, Jalbire on Narayangadh-Mugling stretch of the road",25km,mudslide,rain,medium,unknown,,,,,,GLC,716,27.795,84.432,Nepal,NP,Narayani,Narayangarh,12.53,1396310400000.0,
6413,AGU Blog,http://blogs.agu.org/landslideblog/2016/08/13/dzongu-1/,9853,1471305600000.0,,Landslide in Dzongu,"A major valley-blocking landslide at Dzongu in Sikkim, northern India. The landslide, which is large, has blocked the Kanaka River completely, and a lake has started to build behind it.","Dzongu, Sikkim, India",exact,landslide,rain,large,natural_slope,0.0,0.0,,,,GLC,,27.593,88.492,India,IN,Sikkim,Sikkim,7.03,1498764146000.0,
6419,Ekantipur,http://kathmandupost.ekantipur.com/news/2016-08-21/landslides-floods-hit-hydro-projects.html,9885,1498780800000.0,,Landslide in Lamjung,"Landslides and floods have taken their toll on under-construction hydropower projects in the district.  Works such as tunnel digging, penstock piping and power house construction have come to a standstill.","Lamjung, Nepal",25km,landslide,flooding,medium,above_river,0.0,0.0,,,,GLC,,28.301686,84.386742,Nepal,NP,Gandaki,Ma-hsun-ti Ho,7.06,1498842944000.0,
6422,The Kathmandu Post,http://kathmandupost.ekantipur.com/news/2017-08-20/landslides-obstruct-barhabise-ktm-road.html,12670,1503014400000.0,,Barhabise-Kathmandu Road Blocked from Landslide at Araniko Highway,"Landslides since Friday have obstructed vehicular movement along Barhabise-Kathmandu road of the Araniko Highway.  The landslides have obstructed road sections at Mahabhir and Juro in Sindhupalchok district.  Mud and stones have been falling, making it difficult to clear the landslide debris, said Area Police Office, Barhabise.  A mini truck struck by the landslides fell into the Sunkoshi river on Friday night.   Inspector Pancha Kumar Bakhu said passengers, mainly tourists and sick   people, travelling through the road were facing difficulties. “It may take a few days to clear the debris,” he added.  Jure landslides in 2014 had blocked the Sunkoshi river.","Araniko Highway, Nepal",50km,landslide,unknown,unknown,above_road,,,,http://assets-cdn.ekantipur.com/images/the-kathmandu-post/miscellaneous/sindhu-copy-20082017083043-1000x0.jpg,,GLC,,27.67978184,85.7300858,Nepal,NP,Bagmati,Barahbise,20.68,1535056347000.0,
6428,foxnews,http://www.foxnews.com/world/2012/06/29/8-killed-in-landslides-in-nepal/,4442,1340841600000.0,, Tanahu ,"An official in Nepal says landslides triggered by heavy monsoon rains have killed at least eight people and two more are missing. A house belonging to Sai Bahadur BK in Jamune in Tanahun collapsed after a landslide hit it last night, killing four of Sai's family and his three neighbours. ", Tanahu ,10km,landslide,downpour,medium,unknown,7.0,,,,,GLC,4442,27.9526,84.227,Nepal,NP,Gandaki,Gate,26.09,1396310400000.0,
6431,American Geophysical Union Blogosphere,https://blogs.agu.org/landslideblog/2018/11/25/video-kerala-1/,14471,1542810101000.0,unknown,"Double Flow-Typle Landslide in Kerala, India","A double flow type landslide was recorded in vicinity of Kerala, India on or around 21 November 2018.","Kerala, India",50km,landslide,unknown,medium,natural_slope,,,,https://blogs.agu.org/landslideblog/files/2018/11/18_11-Kerala-1-e1543104520417.jpg,The AGU Blogger breaks down further landslide details in the blog.,GLC,,9.99492836,76.5044632,India,IN,Kerala,Muvattupula,7.8,1596806501000.0,
6438,Nepali Times,http://www.nepalitimes.com/blogs/thebrief/2015/07/16/when-it-rains-it-pours/,7247,1437004800000.0,,Hetauda-Kulekhani road,"Another landslide triggered by incessant rain has blocked Hetauda-Kulekhani road, diverting more than 700 jeeps ply along the Tribhuvan Highway.",Hetauda-Kulekhani road,25km,landslide,monsoon,small,above_road,0.0,0.0,,,,GLC,7247,27.6314,85.0813,Nepal,NP,Narayani,Kisipidi,14.41,1437422487000.0,
6450,IBN,http://ibnlive.in.com/generalnewsfeed/news/yatra-to-kedarnath-gangotri-yamunotri-resumes/745000.html,3669,1309305600000.0,,"National Highway leading to Gangotri, from Dehradun","Jul 1 (PTI) National highways leading to Kedarnath, Gangotri and Yamunotri, which were blocked due to landslides following heavy rains, were reopened today for traffic to resume the yatra, official sources said.The national highways leading to Kedarnath, Gangotri and Yamunotri were reopened for traffic after the Border Road Organisation (BRO) and police personnel cleared the debris, they said.However, traffic on Almora-Pithoragarh road could not be resumed as landslides continued to hit the area. Pauri- Safdarkhal road has also been blocked at Khundadhar area due to landslides.The landslides triggered by heavy rains for the past couple of days in most parts of Uttarakhand had blocked several roads in the state and forced the government to issue an alert.Uttarakhand Chief Minister Ramesh Pokhriyal Nishank has directed the district magistrates of all the 13 districts to remain on alert.A total of 10 people have so far been killed in the state in various rains-related incidents for the pa","National Highway leading to Gangotri, from Dehradun",50km,landslide,downpour,medium,unknown,0.0,,,,,GLC,3669,30.7666,78.7963,India,IN,Uttaranchal,Bhatgaon,25.29,1396310400000.0,
6454,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/yatra-to-kedarnath-gangotri-yamunotri-resumes/745000.html,3678,1309392000000.0,,"Pauri-Safdarkhal road, blocked at Khundadhar","Dehradun, Jul 1 (PTI) National highways leading to Kedarnath, Gangotri and Yamunotri, which were blocked due to landslides following heavy rains, were reopened today for traffic to resume the yatra, official sources said.The national highways leading to Kedarnath, Gangotri and Yamunotri were reopened for traffic after the Border Road Organisation (BRO) and police personnel cleared the debris, they said.However, traffic on Almora-Pithoragarh road could not be resumed as landslides continued to hit the area. Pauri- Safdarkhal road has also been blocked at Khundadhar area due to landslides.The landslides triggered by heavy rains for the past couple of days in most parts of Uttarakhand had blocked several roads in the state and forced the government to issue an alert.Uttarakhand Chief Minister Ramesh Pokhriyal Nishank has directed the district magistrates of all the 13 districts to remain on alert.A total of 10 people have so far been killed in the state in various rains-related incidents ","Pauri-Safdarkhal road, blocked at Khundadhar",50km,landslide,downpour,medium,unknown,0.0,,,,,GLC,3678,30.15,78.7753,India,IN,Uttaranchal,Alaknanda,9.99,1396310400000.0,
6456,Times of India,http://timesofindia.indiatimes.com/city/dehradun/Three-more-killed-in-landslides-toll-now-5/articleshow/38981735.cms,6167,1405814400000.0,,"Sonprayag, Uttarakhand","In less than a week, the toll in landslide-related incidents rose to five in the Uttarakhand hill districts with two fresh casualties reported late Wednesday in Chamoli district. Executive director Puish Rautela of the Uttarakhand Disaster Management Response Centre (UDMC) said that three people, including a 50-year-old woman, Janki Devi, died in a landslide on Sunday near Sonprayag on the Rudraprayag-Kedarnath national highway, in Rudrapryag district. Two men Ganesh Prasad (38) and Puran Singh (45) were killed late Wednesday around 11.30 pm as a huge rock, triggered by heavy rain, came crashing on a state government-owned bus at Bajpur. A senior officer in the disaster management department said 38 connecting roads including Rishikesh-Badrinath, Rishikesh-Kedarnath, Rishikesh-Gangotri and Yamnotri, were found blocked because of fresh landslides. The total number of blocked roads rose to 206 from 168 in Chamoli, Uttarkashi, Pauri, Kedarnath and Tehri districts. Chief Minister Harish Ra","Sonprayag, Uttarakhand",1km,landslide,continuous_rain,small,above_road,3.0,0.0,,,,GLC,6167,30.6326,78.9953,India,IN,Uttaranchal,Gaundar,16.97,1408838400000.0,
6459,ekantipur,http://www.ekantipur.com/2010/08/24/national/one-killed-three-injured-in-bajura-landslide/321057/,2315,1282521600000.0,,"Gotri VDC-5(Gotree), Bajura","BAJURA, AUG 24 -  A woman has been killed while three others injured in a landslide that took place at Gotri VDC-5 of the district on Monday.  The deceased has been identified as Laxmi Singh, 45, who was looking after her cattle when the incident took place.  Durga, Thammaya and Aula, who had accompanied Laxmi, were injured. They have been undergoing treatment at the local health centre.","Gotri VDC-5(Gotree), Bajura",25km,landslide,downpour,medium,unknown,1.0,,,,,GLC,2315,29.4605,81.682,Nepal,NP,Seti,Maya,18.45,1396310400000.0,
6462,www.ekantipur.com,http://www.ekantipur.com/2013/08/11/top-story/damaged-road-adds-to-darchula-woes/376225.html,4958,1371513600000.0,,Gamgadhi-Nagma Road,"People in the district are reeling under the shortage of essentials due to obstructions of road and air services. The Gamgadhi-Nagma road was damaged at various places two months ago due to landslides while flights have been halted due to bad weather. Local trader Rabi Raut said five vehicles loaded with essentials to the district have been stuck on the mid-way. Local residents, however, accuse shopkeepers of hiking prices of essentials, taking advantage of the shortage. ",Gamgadhi-Nagma Road,5km,landslide,downpour,medium,unknown,,,,,,GLC,4958,29.5326,82.1482,Nepal,NP,Karnali,Salim,4.33,1410373808000.0,
6487,The New Indian Express,https://www.newindianexpress.com/states/tamil-nadu/2018/nov/17/cyclone-gaja-four-workers-killed-in-landslide-at-kodaikanal-1899465.html,14242,1542407198000.0,12:00,"Landslide at Chinnapallam, Kodaikanal, India","A landslide caused by damages from the Gaja cyclone killed 4 construction workers in at Chinnapallam, Kodaikanal, Tamil Nadu. Multiple uprooted trees fell on the road. Further damage is reported across the region.","Kodaikanal, Dindigul, Tamil Nadu",5km,debris_flow,tropical_cyclone,large,unknown,4.0,0.0,,https://images.newindianexpress.com/uploads/user/imagelibrary/2018/11/17/w900X450/WhatsApp_Image_02018-11-16_at_11.jpeg,The specific location the construction workers were working in is unmentioned.,GLC,,10.25289358,77.48190281,India,IN,Tamil Nadu,Kadaikan,2.88,1596489998000.0,
6510,The Himalayan Times,https://thehimalayantimes.com/nepal/dry-landslide-obstructs-mid-hill-highway-sindhuli/,10064,1473552000000.0,,Dry landslide obstructs Mid-Hill Highway in Sindhuli,"A dry landslide has obstructed vehicular movement at Dhandedanda in Sindhuli district along the Mid-Hill Highway since Sunday.  The landslips have obstructed two-way traffic between Kathmandu and other places of eastern Nepal including Ghurmi, Khotang, Okhaldhunga, Solukhumbhu since yesterday afternoon, informed Police Inspector Nirmal Paneru of the Sindhuli District Police Office. Even though police had started clearing the debris yesterday itself, the continuous landslips have halted the operation.  In addition, the torrential rain has added to the woes of the police team since this morning.  A police team has been deployed in the area to avoid any possible mishap, informed the DPO.","Mid-Hill Highway, Dhandedanda, Sindhuli, Nepal",50km,landslide,rain,medium,above_road,0.0,0.0,,,,GLC,,27.357968,85.975127,Nepal,NP,Janakpur,Janakpur,32.7,1499691301000.0,
6512,sify.com,http://sify.com/news/landslides-flash-floods-damage-roads-in-uttarakhand-news-national-kjxruecgidd.html,2471,1284854400000.0,,"roads above Pithoragarh, Uttranchal","Dehradun, Sep 23 (IANS) Widespread landslides and flash floods triggered by last week's torrential rains in Uttarakhand have cut off large parts of the Himalayan state and left hundreds of tourists and pilgrims stranded, including on the Mansarovar route.  The landslides and flash floods have claimed at least 68 lives since Sunday. Hundreds of tourists and pilgrims are stranded in different places including the Mansarovar route. 'Several Mansarovar tourists were halted in Pithoragarh and advised not to proceed further.","roads above Pithoragarh, Uttranchal",50km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2471,29.7911,80.058,India,IN,Uttaranchal,Nachani,16.34,1396310400000.0,
6513,himvani,http://www.himvani.com/news/2010/07/07/himachal-rivers-in-spate-nh-21-and-manali-keylong-road-blocked/5858/,2050,1278460800000.0,,"NH-22 beyond Recong-Peo(Reckong Peo),  Himachal Pradesh","Following inclement weather conditions, a high alert has been sounded in Himachal Pradesh as most rivers and their tributaries are flowing above the danger mark after heavy rains.  A report from Lahaul-Spiti stated that Manali-Keylong road has been blocked following landslides at many places as the area near Rohtang Pass received incessant rainfall. Shimla deputy commissioner BM Nanta told HimVani that an alert was announced in Kullu, Mandi, Kinnaur and Shimla districts as torrential rains during the past three days increased water level in Beas river and its tributaries, including the Parvati and Tirthan. He said an alert has been sounded in villages and towns along the Beas and people have been advised to move to safer places.  Kinnaur superintendent of police Yashbir Singh Pathania said that NH-22 was also closed at various points in between Rampur and Recong-Peo and beyond Recong-Peo as many landslides occurred and trees got uprooted due to excessive rain in the tribal district.","NH-22 beyond Recong-Peo(Reckong Peo),  Himachal Pradesh",25km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2050,31.645,78.4354,India,IN,Himachal Pradesh,Rangbar Thachang,20.74,1396310400000.0,
6514,Daily Hunt,https://m.dailyhunt.in/news/india/english/the+english+post-epaper-tengpo/700+pilgrims+stranded+on+uttarakhand+highway+after+landslide-newsid-94318067,14102,1533767103000.0,12:00,Dharali Landslide,"A massive landslide occurred in Dharali (about 80km from Uttarkashi) which caused problems with clearing the highway. According to the news, material continued to fall from the hillslopes due to the rain.","Dharali, Uttarakhand, IND",10km,landslide,rain,large,above_road,0.0,,,,Two days before another landslide in Dehradun.,GLC,,30.82129895,78.23265711,India,IN,Uttaranchal,Uttarkashi,22.13,1589408703000.0,
6516,dnaindia,http://www.dnaindia.com/india/report_one-dead-road-and-rail-communication-disrupted-due-to-rains-in-assam_1450237,2575,1286582400000.0,,"road between Haflong and Lanka, Assam","Road communication, too, has been disrupted in the district with the road connecting Haflong and Lanka severely damaged, sources said.","road between Haflong and Lanka, Assam",50km,landslide,downpour,medium,unknown,0.0,,,,,GLC,2575,25.5242,92.9914,India,IN,Assam,Amring,29.82,1396310400000.0,
6532,The Sangai Express,http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts,7266,1437523200000.0,,Yangkhullen-Tamphung road till Nagaland border,"Torrential rain in the last many days has created havoc in many places of Senapati district. Sources specified of major landslides in different locations including 15 kms from Maram, 22 kms to 30 kms between Sangkhumai and Willong, Willong-Yangkhullen stretch and Yangkhullen-Tamphung road till Nagaland border.",Yangkhullen-Tamphung road till Nagaland border,10km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,GLC,7266,25.5098,93.8794,India,IN,Manipur,Sochumei,36.13,1437669366000.0,
6535,The New Indian Express,https://www.newindianexpress.com/states/kerala/2018/aug/09/two-killed-after-house-tumbles-in-landslide-in-kannurs-keezhanganam-1855253.html,14139,1533767111000.0,18:00,Keezhanganam hill landslide,"A house was crushed by a landslide at Keezhanganam hill, causing two deaths."," Keezhanganam, Kerala",5km,landslide,rain,medium,unknown,2.0,,,,"Article does not state specifically the trigger, however there were several other reported landslides in Kerala over the course of the same week which were caused by rain associated with the SW monsoon.",GLC,,9.74109526,76.71354671,India,IN,Kerala,Ramaouram,9.54,1589322312000.0,
6536,nepalnews,http://www.nepalnews.com/main/index.php/news-archive/19-general/266-landslides-claim-six-lives-in-kaski-and-mugu.html,1046,1246489200000.0,23:00,"Shera village, Mugu district ","At least six people have died and two more have gone missing in separate land-slide related incidents in various parts of the country caused by incessant rainfall from the past few days. In another report, three minors died after being buried inside their home after a mudslide swept it away in remote Mugu district Wednesday night.  The deceased have been identified as Ram Bahadur Budha, Nar Bahadur Budha and Ratna Budha of Shera VDC. Their age has not been verified but reports quoted local police as saying that the three brothers were in their teens ","Shera village, Mugu district ",100km,landslide,monsoon,medium,unknown,3.0,,,,,GLC,1046,29.53067088,81.93728372,Nepal,NP,Karnali,Sadbara,1.88,1396310400000.0,
6547,www.thehimalayantimes.com,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+sweeps+away+4+water+mills+in+Jajarkot+&NewsID=387636,5342,1376730000000.0,09:00,Sakla Vdc-1 Laikham In Jajarkot District,"A landslide triggered by incessant rainfall has swept away four water mills and drinking water supply pipes at Sakla VDC-1 Laikham in Jajarkot district on Saturday morning. The water mills of Him Bahadur Khatri, Kaladhar Khatri and Laxman Khatri were swept away by the landslide. The people who were grinding flour ran away after they saw the floods at night and they are safe, said a local Ganesh Khatri. The house and corn field of Kaile Khatri in the village was also swept away by the landslide, it is learnt. The Laikham-Rimkhola road section is also blocked due to landslide. Some 60 households in the locality have faced acute shortage of drinking water after the landslide swept away the water supplying pipes, said local Jay Bahadur Khatri.",Sakla Vdc-1 Laikham In Jajarkot District,25km,landslide,continuous_rain,medium,unknown,0.0,,,,,GLC,5342,28.935,82.3125,Nepal,NP,Bheri,Dumjala,20.65,1396310400000.0,
6550,The Hindu,https://www.thehindu.com/news/cities/kozhikode/panic-in-village-after-water-level-rises-in-kannappankundu-river/article25138999.ece,14506,1538860039000.0,unknown,Mattikkunnu Hill Landslide,Following heavy rains and flooding there was a suspected landslip on Mattikkunnu Hill near the Kannappankundu River in Puthuppadi.,"Mattikkunnu Hill, Kannappankundu Village, Puthuppadi, Kozhikode, IND",5km,landslide,downpour,medium,natural_slope,,,,,"Close to Aug 9, 2018 event.",GLC,,11.50032205,75.9902751,India,IN,Kerala,Meppadi,18.0,1591304840000.0,
6558,Rising Nepal,http://therisingnepal.org.np/news/5598,7687,1435536000000.0,,primary health centre in the northern Kolti,"A landslip damaged the health facility two months ago, causing difficulties for the three-bed health institution to operate in lack of its bedrooms. Besides, in the absence of a doctor for the past two months, only the health workers are catering to patients.",primary health centre in the northern Kolti,25km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,GLC,7687,29.5089,81.6693,Nepal,NP,Seti,Ramu,19.29,1462575842000.0,
6567,The Arunachal Times,http://www.arunachaltimes.in/landslide-washes-away-house-in-daporijo/,9993,1499205600000.0,22:00,Landslide along Daporijo-Dumporijo road,Landslide after rains that cause flooding throughout Daporijo severely damage Daporijo-Dumporjio road,"Daporijo-Dumporijo road, Arunachal Pradesh, India",10km,landslide,rain,small,above_road,0.0,0.0,,,,GLC,,27.97875751,94.26296826,India,IN,Arunachal Pradesh,Daparijo,4.0,1499369961000.0,
